Handle,Timestamp,Content,Comments,Retweets,Likes
@brian_armstrong,2022-12-13T22:47:47.000Z,Lots of fear out there in the markets. It's important people remember how different Coinbase is in moments like this: ,714,610,"4,543"
@brian_armstrong,2022-12-13T22:48:30.000Z,2/ Customer assets backed 1:1 (as shown in our public company financials),67,45,953
@brian_armstrong,2022-12-13T22:48:37.000Z,3/ Well capitalized with $5B balance sheet (as shown in our last 10Q),58,40,937
@brian_armstrong,2022-12-13T06:02:45.000Z,A lot of great points in this ACX piece that I hadn't seen elsewhere https://astralcodexten.substack.com/p/why-im-less-than-infinitely-hostile…Crypto is widely misunderstood - but it will recover from every set back. I've been in this industry long enough to have seen it many times now (MtGox etc).,60,81,468
@brian_armstrong,2022-12-15T23:24:42.000Z,We released our tool to help customers recover unsupported ERC-20 tokens that were accidentally sent to Coinbase. I know this was a source of frustration - thank you for waiting ,123,221,"1,464"
@DylanLeClair_,2022-12-15T03:38:26.000Z,,392,"2,311","7,836"
@CynthiaMLummis,2022-12-14T19:48:14.000Z,Requiring open source developers to build AML/KYC into node software and hardware wallets? That dog won’t hunt.,334,851,"4,993"
@brian_armstrong,2022-12-14T01:48:59.000Z,Self-custody is a very important part of the cryptoeconomy - decentralize,94,69,604
@garrytan,2022-12-16T00:07:09.000Z,"""The only real failure in life is the failure to try."" - Unknown",179,309,"2,648"
@brian_armstrong,2022-12-16T23:11:39.000Z,"Love this ad - Coinbase is all about celebrating builders.

With increased economic freedom, we can all use science and tech entrepreneurship as a lever to improve the world.",104,129,979
@jessepollak,2022-12-16T18:01:52.000Z,almost like we need one interoperable standard for digital payments  https://twitter.com/0xgaut/status/1603792474019094529…,36,32,271
@punk6529,2022-12-14T22:16:36.000Z,"we must preserve non-custodial wallets at all costs

it is weird that I believe it is the single most important decision society will have to make this decade, but I think it is",195,609,"2,835"
@davidmarcus,2022-12-15T17:14:26.000Z,Who's going to be the first one to raise their hand to willingly return the money they were paid by FTX either as a spokesperson or for a political campaign? I feel like this should've already happened by now.,112,154,"1,288"
@brian_armstrong,2022-12-16T05:29:01.000Z,"We let cameras inside Coinbase, to show the behind the scenes true story of how we grew it from prototype to public company.

I hope it inspires more people to build their own company and try to make a dent in the universe.","1,590","1,103","3,006"
@brian_armstrong,2022-12-20T01:17:06.000Z,10/ You can fill out the form at the bottom of the post. Thank you!,38,18,229
@brian_armstrong,2022-12-20T01:16:19.000Z,"8/ To get there we need to preserve the innovation potential of this technology. Regulation should focus on intermediaries (the centralized actors in cryptocurrency), where additional transparency and disclosure is needed.",6,11,210
@faryarshirzad,2022-12-17T17:23:18.000Z,1/  submitted comments this week to the Financial Stability Board regarding their proposal on the international regulation of cryptoasset activities and markets. https://assets.ctfassets.net/c5bd0wqjc7v0/76VYoCAYiqu3gb5ItM72ud/057235a7ca81cb9d1fedb6814b3344de/Coinbase-response-to-FSB-cryptoasset-recommendations_Dec2022.pdf…,16,34,172
@AliYeysides,2022-12-20T17:48:25.000Z,I had a feeling this would be deleted so I took screenshots. #agi #ai #gpt,203,680,"3,726"
@brian_armstrong,2022-12-20T22:53:47.000Z,Exciting progress in fusion energy https://youtube.com/watch?v=_bDXXWQxK38…Science and Technology is a great lever to improve the world,52,20,231
@brian_armstrong,2022-12-20T01:12:21.000Z,"1/ I often get asked: “What does regulatory clarity actually look like for crypto?” So I outlined a realistic blueprint for this that regulates centralized actors, while preserving decentralized innovation.",374,620,"1,992"
@brian_armstrong,2022-12-20T01:16:56.000Z,"9/ I'm optimistic that we can make significant progress on the above in 2023 and get crypto legislation passed. Coinbase will be working hard to help make this happen, please get in touch if you're a policy maker who would like to see more clarity of crypto regulation.",28,30,346
@brian_armstrong,2022-12-22T17:28:14.000Z,Good chat with  at ,60,29,186
@DavidRozado,2022-12-23T11:23:54.000Z,"1. ChatGPT no longer displays a clear left-leaning political bias. A mere few weeks after I probed ChatGPT with several political orientation quizzes, something appears to have been changed in ChatGPT that makes it more neutral and viewpoint diverse. https://davidrozado.substack.com/p/chatgpt",135,422,"2,681"
@maxbranzburg,2022-12-22T19:36:03.000Z,"Proud to see  heads-down building real crypto utility at a time when the frauds and fakers have owned the headlines, , and  advancing the Web3 ecosystem, bit-by-bit, with real innovation",72,88,448
@brian_armstrong,2022-12-22T17:31:43.000Z,Important milestone for our Europe operations and commitment to compliance. https://irishtimes.com/business/2022/12/21/coinbase-clears-irish-anti-money-laundering-hurdle/…It's been great working with Ireland ,65,34,328
@sterlingcrispin,2022-12-22T23:09:01.000Z,"Imagine an AI model that's 3x larger and more powerful than GPT3 aka ChatGPT

Google already built that in April, called PaLM, on their own TPU hardware competing with NVIDIA. People think ChatGPT will replace Google but they basically invented transformers in '17 (the T in GPT)",174,890,"4,382"
@davidmarcus,2022-12-30T15:51:30.000Z,"A few predictions for 2023: “Out with speculators, in with builders”. Spoiler alert, we’re going into another tough year, but there will be silver linings along the way",50,106,573
@evanjconrad,2022-12-29T20:12:35.000Z,"its genuinely amazing you can just put a website on the internet without asking anyone 

There’s 100% an alternate path in which you would need to get an “internet license” to get an IP address",98,345,"3,788"
@sama,2022-12-26T20:33:23.000Z,"technological progress is the only thing that delivers real, sustainable economic growth",325,509,"5,314"
@waitbutwhy,2022-10-26T22:10:08.000Z,"If we live to 1,000 in the future, people will see a 90-year-old being an asshole and say ""be easy on him—he's still a baby, coping with ego and tribalism and other first-century silliness.""

Today, we live in a world made up entirely of first-century children. Be compassionate.",108,246,"2,358"
@yugacohler,2022-12-23T00:00:45.000Z,"No doubt that this year was extremely tough for crypto, but I truly believe 2023 is going to be a big year for . The many seeds that we’ve been planting to gain mainstream adoption will start to bear fruit. ",31,58,336
@NanaMurugesan,2022-12-23T22:11:13.000Z,"2022 has been a very meaningful year for international ⁦⁦⁦⁩ even with all the ups and downs. So grateful to our team and our partners, and can’t wait to see what’s in store for 2023 as we amp up our efforts around the world ",13,9,82
@jessepollak,2022-12-30T04:27:13.000Z,"just paid my friend for dinner with $30 of ETH on  with   easy discovery with  instant settlement $0.06 gas fee

remarkable how much this experience has improved just in the last year",29,28,317
@brian_armstrong,2023-01-05T03:05:40.000Z,Good news - the documentary we created on Coinbase is now free to watch for Amazon Prime subscribershttps://amazon.com/gp/video/detail/0PYEBRIFNZE84BBOKNBHBLYJBK/…,165,151,"1,207"
@emollick,2023-01-03T13:07:44.000Z,"Extraordinary new paper from Google on medicine & AI: When Google tuned a AI chatbot to answer common medical questions, doctors judged 92.6% of its answers right … compared to 92.9% of answers given by other doctors.

And look at the pace of improvement! https://arxiv.org/pdf/2212.13138.pdf…",159,"2,155","8,762"
@brian_armstrong,2023-01-04T03:28:14.000Z,Early days - but it's coming together https://coinbase.com/web3More and more decentralized crypto apps to explore,186,111,984
@brian_armstrong,2023-01-04T03:33:32.000Z,Still too difficult to connect your wallet - but we're working on a few improvements.,46,10,210
@VitalikButerin,2022-12-30T22:23:12.000Z,"* fix scaling
* fix privacy
* fix UX
* user accounts more secure for avg users than centralized services
* payments + SoV + defi provide value to many people
* crypto social takes off
* identity + SIWE succeed
* DAOs pioneer new organization paradigms that see broader adoption...",143,328,"1,261"
@radoshi,2023-01-04T19:17:03.000Z,"An epic battle between the growth PM, the revenue PM, and legal.",102,827,"6,969"
@cburniske,2023-01-04T00:19:28.000Z,"Once you see that blockchains are open data structures that will lead us away from the fiefdoms of proprietary data, you stop worrying that any of this is going away. 

Instead, you see it’s just beginning, and opportunity is everywhere.",70,182,998
@brian_armstrong,2023-01-11T18:31:43.000Z,"2/ The UK is a well-regulated, technologically advanced financial hub and there remains a place for crypto assets within this. Impressive long-term thinking - I think we'll see every other major financial hub follow suit.",26,8,162
@brian_armstrong,2023-01-11T17:58:23.000Z,"A big shout out and thank you to all the talented employees at  we unfortunately had to part ways with yesterday. I know you will go on to create great things, and I wish we could have kept working together.

For those hiring, please check out: https://coda.io/@coinbase-talent/coinbase-talent-hub…",113,88,700
@sweetman_eth,2023-01-08T21:04:56.000Z,"today i used  as a zero-fee, nearly instant bridge from Ethereum mainnet to both Optimism & Polygon. feeling pretty hype about current onramps to layer-2s for the music nft community. ",39,35,317
@brian_armstrong,2023-01-13T16:24:36.000Z,"Just wait until they discover crypto 

Layer 2 payments are just getting started…",133,91,773
@brian_armstrong,2023-01-11T19:28:48.000Z,"didn't say enough shibboleths!https://semafor.com/article/01/11/2023/the-media-loved-sam-bankman-fried-it-hated-brian-armstrong…I'm basically independent/apolitical, more focused on figuring out what is true and what creates the best outcome for the world vs what will sound good to either political party (and their associated media companies)...",96,66,731
@brian_armstrong,2023-01-11T19:29:07.000Z,"...I guess that makes me bad at playing ""the game"", but I'd rather just be authentic and say what I actually think. In other words, I try to reject tribalism, and maintain a high degree of openness.",81,24,624
@brian_armstrong,2023-01-11T18:31:03.000Z,1/ Great leadership from UK City Minister  who yesterday told MPs that he still wants the UK to become a crypto hub despite FTX collapse.,57,98,523
@brian_armstrong,2023-01-14T23:31:08.000Z,"Project Hail Mary was a great book, cool to hear long process to get there from Andy Weir",62,15,125
@brian_armstrong,2023-01-18T05:49:28.000Z,"Developer activity in crypto grew year over year despite down market. Great to see builders building.

Great insights from  ",47,37,288
@mrexits,2023-01-15T01:41:45.000Z,Phil Knight’s manifesto for Nike from 1980 should honestly be hung in every startup office ever -,49,363,"1,532"
@tylercowen,2023-01-16T04:33:23.000Z,"Financial Times profile of me, by Henry Mance:",31,30,250
@brian_armstrong,2023-01-15T18:23:36.000Z,"It's like our teenage AI is taking both the math and verbal sections of the SAT, probably soon to be fully integrated in one brain. So proud!",62,34,245
@omooretweets,2023-01-19T15:42:15.000Z,"And finally...

Coinbase - ""we're not talking big money here...GL with your online wallet service not getting hacked"" ",26,23,279
@Mark_J_Perry,2023-01-21T21:01:26.000Z,"Just Out: Updated ""Chart of the Century"" with CPI (and wage) data through December 2022.",65,284,507
@brian_armstrong,2023-01-23T00:28:50.000Z,This is the bull case for Bitcoin,369,410,"2,937"
@brian_armstrong,2023-01-23T00:09:28.000Z,Wonder if they would consider moving to Bitcoin - that would probably be the right long term bet,464,338,"3,026"
@zosegal,2023-01-20T19:41:54.000Z,gm ,26,14,185
@brian_armstrong,2023-01-21T02:41:31.000Z,Great progress on an ambitious mission,36,6,88
@brian_armstrong,2023-01-18T05:49:28.000Z,"Developer activity in crypto grew year over year despite down market. Great to see builders building.

Great insights from  ",47,37,288
@mrexits,2023-01-15T01:41:45.000Z,Phil Knight’s manifesto for Nike from 1980 should honestly be hung in every startup office ever -,49,363,"1,532"
@tylercowen,2023-01-16T04:33:23.000Z,"Financial Times profile of me, by Henry Mance:",31,30,250
@brian_armstrong,2023-01-15T18:23:36.000Z,"It's like our teenage AI is taking both the math and verbal sections of the SAT, probably soon to be fully integrated in one brain. So proud!",62,34,245
@brian_armstrong,2023-01-14T23:31:08.000Z,"Project Hail Mary was a great book, cool to hear long process to get there from Andy Weir",62,15,125
@brian_armstrong,2023-01-13T16:24:36.000Z,"Just wait until they discover crypto 

Layer 2 payments are just getting started…",133,91,773
@brian_armstrong,2023-01-11T19:28:48.000Z,"didn't say enough shibboleths!https://semafor.com/article/01/11/2023/the-media-loved-sam-bankman-fried-it-hated-brian-armstrong…I'm basically independent/apolitical, more focused on figuring out what is true and what creates the best outcome for the world vs what will sound good to either political party (and their associated media companies)...",96,66,731
@brian_armstrong,2023-01-11T19:29:07.000Z,"...I guess that makes me bad at playing ""the game"", but I'd rather just be authentic and say what I actually think. In other words, I try to reject tribalism, and maintain a high degree of openness.",81,24,624
@brian_armstrong,2023-01-11T18:31:03.000Z,1/ Great leadership from UK City Minister  who yesterday told MPs that he still wants the UK to become a crypto hub despite FTX collapse.,57,98,523
@brian_armstrong,2023-01-11T18:31:43.000Z,"2/ The UK is a well-regulated, technologically advanced financial hub and there remains a place for crypto assets within this. Impressive long-term thinking - I think we'll see every other major financial hub follow suit.",26,8,162
@brian_armstrong,2023-01-11T17:58:23.000Z,"A big shout out and thank you to all the talented employees at  we unfortunately had to part ways with yesterday. I know you will go on to create great things, and I wish we could have kept working together.

For those hiring, please check out: https://coda.io/@coinbase-talent/coinbase-talent-hub…",113,88,700
@sweetman_eth,2023-01-08T21:04:56.000Z,"today i used  as a zero-fee, nearly instant bridge from Ethereum mainnet to both Optimism & Polygon. feeling pretty hype about current onramps to layer-2s for the music nft community. ",39,35,317
@radoshi,2023-01-04T19:17:03.000Z,"An epic battle between the growth PM, the revenue PM, and legal.",102,827,"6,969"
@cburniske,2023-01-04T00:19:28.000Z,"Once you see that blockchains are open data structures that will lead us away from the fiefdoms of proprietary data, you stop worrying that any of this is going away. 

Instead, you see it’s just beginning, and opportunity is everywhere.",70,182,998
@brian_armstrong,2023-01-05T03:05:40.000Z,Good news - the documentary we created on Coinbase is now free to watch for Amazon Prime subscribershttps://amazon.com/gp/video/detail/0PYEBRIFNZE84BBOKNBHBLYJBK/…,165,151,"1,207"
@emollick,2023-01-03T13:07:44.000Z,"Extraordinary new paper from Google on medicine & AI: When Google tuned a AI chatbot to answer common medical questions, doctors judged 92.6% of its answers right … compared to 92.9% of answers given by other doctors.

And look at the pace of improvement! https://arxiv.org/pdf/2212.13138.pdf…",159,"2,155","8,762"
@brian_armstrong,2023-01-04T03:28:14.000Z,Early days - but it's coming together https://coinbase.com/web3More and more decentralized crypto apps to explore,186,111,984
@brian_armstrong,2023-01-04T03:33:32.000Z,Still too difficult to connect your wallet - but we're working on a few improvements.,46,10,210
@VitalikButerin,2022-12-30T22:23:12.000Z,"* fix scaling
* fix privacy
* fix UX
* user accounts more secure for avg users than centralized services
* payments + SoV + defi provide value to many people
* crypto social takes off
* identity + SIWE succeed
* DAOs pioneer new organization paradigms that see broader adoption...",143,328,"1,261"
@jessepollak,2022-12-30T04:27:13.000Z,"just paid my friend for dinner with $30 of ETH on  with   easy discovery with  instant settlement $0.06 gas fee

remarkable how much this experience has improved just in the last year",29,28,317
@davidmarcus,2022-12-30T15:51:30.000Z,"A few predictions for 2023: “Out with speculators, in with builders”. Spoiler alert, we’re going into another tough year, but there will be silver linings along the way",50,106,573
@evanjconrad,2022-12-29T20:12:35.000Z,"its genuinely amazing you can just put a website on the internet without asking anyone 

There’s 100% an alternate path in which you would need to get an “internet license” to get an IP address",98,345,"3,788"
@sama,2022-12-26T20:33:23.000Z,"technological progress is the only thing that delivers real, sustainable economic growth",325,509,"5,314"
@waitbutwhy,2022-10-26T22:10:08.000Z,"If we live to 1,000 in the future, people will see a 90-year-old being an asshole and say ""be easy on him—he's still a baby, coping with ego and tribalism and other first-century silliness.""

Today, we live in a world made up entirely of first-century children. Be compassionate.",108,246,"2,358"
@yugacohler,2022-12-23T00:00:45.000Z,"No doubt that this year was extremely tough for crypto, but I truly believe 2023 is going to be a big year for . The many seeds that we’ve been planting to gain mainstream adoption will start to bear fruit. ",31,58,336
@NanaMurugesan,2022-12-23T22:11:13.000Z,"2022 has been a very meaningful year for international ⁦⁦⁦⁩ even with all the ups and downs. So grateful to our team and our partners, and can’t wait to see what’s in store for 2023 as we amp up our efforts around the world ",13,9,82
@sterlingcrispin,2022-12-22T23:09:01.000Z,"Imagine an AI model that's 3x larger and more powerful than GPT3 aka ChatGPT

Google already built that in April, called PaLM, on their own TPU hardware competing with NVIDIA. People think ChatGPT will replace Google but they basically invented transformers in '17 (the T in GPT)",174,890,"4,382"
@DavidRozado,2022-12-23T11:23:54.000Z,"1. ChatGPT no longer displays a clear left-leaning political bias. A mere few weeks after I probed ChatGPT with several political orientation quizzes, something appears to have been changed in ChatGPT that makes it more neutral and viewpoint diverse. https://davidrozado.substack.com/p/chatgpt",135,422,"2,681"
@maxbranzburg,2022-12-22T19:36:03.000Z,"Proud to see  heads-down building real crypto utility at a time when the frauds and fakers have owned the headlines, , and  advancing the Web3 ecosystem, bit-by-bit, with real innovation",72,88,448
@brian_armstrong,2022-12-22T17:31:43.000Z,Important milestone for our Europe operations and commitment to compliance. https://irishtimes.com/business/2022/12/21/coinbase-clears-irish-anti-money-laundering-hurdle/…It's been great working with Ireland ,65,34,328
@brian_armstrong,2022-12-22T17:28:14.000Z,Good chat with  at ,60,29,186
@AliYeysides,2022-12-20T17:48:25.000Z,I had a feeling this would be deleted so I took screenshots. #agi #ai #gpt,203,680,"3,726"
@brian_armstrong,2022-12-20T22:53:47.000Z,Exciting progress in fusion energy https://youtube.com/watch?v=_bDXXWQxK38…Science and Technology is a great lever to improve the world,52,20,231
@brian_armstrong,2022-12-20T01:12:21.000Z,"1/ I often get asked: “What does regulatory clarity actually look like for crypto?” So I outlined a realistic blueprint for this that regulates centralized actors, while preserving decentralized innovation.",374,620,"1,992"
@brian_armstrong,2022-12-20T01:16:56.000Z,"9/ I'm optimistic that we can make significant progress on the above in 2023 and get crypto legislation passed. Coinbase will be working hard to help make this happen, please get in touch if you're a policy maker who would like to see more clarity of crypto regulation.",28,30,346
@brian_armstrong,2022-12-20T01:17:06.000Z,10/ You can fill out the form at the bottom of the post. Thank you!,38,18,229
@brian_armstrong,2022-12-20T01:16:19.000Z,"8/ To get there we need to preserve the innovation potential of this technology. Regulation should focus on intermediaries (the centralized actors in cryptocurrency), where additional transparency and disclosure is needed.",6,11,210
@faryarshirzad,2022-12-17T17:23:18.000Z,1/  submitted comments this week to the Financial Stability Board regarding their proposal on the international regulation of cryptoasset activities and markets. https://assets.ctfassets.net/c5bd0wqjc7v0/76VYoCAYiqu3gb5ItM72ud/057235a7ca81cb9d1fedb6814b3344de/Coinbase-response-to-FSB-cryptoasset-recommendations_Dec2022.pdf…,16,34,172
@brian_armstrong,2022-12-16T23:11:39.000Z,"Love this ad - Coinbase is all about celebrating builders.

With increased economic freedom, we can all use science and tech entrepreneurship as a lever to improve the world.",104,129,979
@jessepollak,2022-12-16T18:01:52.000Z,almost like we need one interoperable standard for digital payments  https://twitter.com/0xgaut/status/1603792474019094529…,36,32,271
@punk6529,2022-12-14T22:16:36.000Z,"we must preserve non-custodial wallets at all costs

it is weird that I believe it is the single most important decision society will have to make this decade, but I think it is",195,609,"2,835"
@davidmarcus,2022-12-15T17:14:26.000Z,Who's going to be the first one to raise their hand to willingly return the money they were paid by FTX either as a spokesperson or for a political campaign? I feel like this should've already happened by now.,112,154,"1,288"
@brian_armstrong,2022-12-16T05:29:01.000Z,"We let cameras inside Coinbase, to show the behind the scenes true story of how we grew it from prototype to public company.

I hope it inspires more people to build their own company and try to make a dent in the universe.","1,590","1,103","3,006"
@garrytan,2022-12-16T00:07:09.000Z,"""The only real failure in life is the failure to try."" - Unknown",179,309,"2,648"
@brian_armstrong,2022-12-15T23:24:42.000Z,We released our tool to help customers recover unsupported ERC-20 tokens that were accidentally sent to Coinbase. I know this was a source of frustration - thank you for waiting ,123,221,"1,464"
@DylanLeClair_,2022-12-15T03:38:26.000Z,,392,"2,311","7,836"
@CynthiaMLummis,2022-12-14T19:48:14.000Z,Requiring open source developers to build AML/KYC into node software and hardware wallets? That dog won’t hunt.,334,851,"4,993"
@brian_armstrong,2022-12-14T01:48:59.000Z,Self-custody is a very important part of the cryptoeconomy - decentralize,94,69,604
@petejkim,2022-12-13T22:18:08.000Z,"Martin Shkreli's post does not prove that Paul Le Roux is Satoshi. The address belongs to Hal Finney and the signature is legit, but some coins in that address were spent in 2017. (Hal passed away in 2014) If anything, it only proves that someone has Hal Finney's private key.",48,24,193
@brian_armstrong,2022-12-13T22:47:47.000Z,Lots of fear out there in the markets. It's important people remember how different Coinbase is in moments like this: ,714,610,"4,543"
@brian_armstrong,2022-12-13T22:48:30.000Z,2/ Customer assets backed 1:1 (as shown in our public company financials),67,45,953
@brian_armstrong,2022-12-13T22:48:37.000Z,3/ Well capitalized with $5B balance sheet (as shown in our last 10Q),58,40,937
@brian_armstrong,2022-12-13T06:02:45.000Z,A lot of great points in this ACX piece that I hadn't seen elsewhere https://astralcodexten.substack.com/p/why-im-less-than-infinitely-hostile…Crypto is widely misunderstood - but it will recover from every set back. I've been in this industry long enough to have seen it many times now (MtGox etc).,60,81,468
@jacobkimmel,2022-12-12T20:45:52.000Z,"november :
- first reprogramming screens
- 10x'd reprogramming library manufacturing
- first epigenetic mapping experiments

december:
- NGS read outs for the above -- our first DBT loop!
- initial functional assays
- you recommend someone?",16,11,54
@iampaulgrewal,2022-12-12T17:31:16.000Z,Coinbase is proud to publish its fourth transparency report summarizing data requests for customer information we received from government agencies and law enforcement during the previous year.  ,51,85,370
@brian_armstrong,2022-12-12T18:44:49.000Z,Nice,32,8,119
@jessepollak,2022-12-11T17:29:36.000Z,"my take on Ethereum roadmap:

1. withdrawals, EOF, 4844, & 1153 are all important upgrades that *will* ship in 2023
2. the folks advocating for each are positive contributors, bringing unique perspectives
3. our prioritization process is healthier than its ever been AND improving",15,56,413
@brian_armstrong,2022-12-12T00:07:48.000Z,"Many people don't realize Coinbase also has best in class features for *Pro Traders* - across web and mobile - right in the main Coinbase app.

Try it on web: https://coinbase.com/advanced-trade (can flip on dark mode in top right)...",214,79,831
@brian_armstrong,2022-12-12T00:09:31.000Z,...or try it on mobile by using the pulldown at the top on the trade tab,31,16,191
@brian_armstrong,2022-12-12T00:37:25.000Z,YouTube Sizzle reel,16,6,76
@brian_armstrong,2022-12-11T20:23:53.000Z,,24,37,255
@brian_armstrong,2022-12-10T19:00:55.000Z,"Lots of people are marveling at how human like AI chat bots seem in their answers. But it would probably be even more valuable if we can use AI to find insightful truths that most humans don't believe (or haven't thought of), as these represent opportunities to improve.",96,36,359
@brian_armstrong,2022-12-10T19:01:21.000Z,Things are moving quick!,26,7,152
@AlexanderGrieve,2022-12-07T14:07:01.000Z,NEW this morning — Rep.  (D-NY) calls on the Government Accountability Office () to investigate the SEC’s “failure to protect the investing public from the egregious mismanagement and malfeasance of ”,138,290,848
@JayThakrar,2022-12-08T16:54:49.000Z," and  continue to do what they do best, build battle-tested products for the masses. ",59,9,146
@iampaulgrewal,2022-12-04T21:59:21.000Z,Our elected representatives exercise great restraint in communicating their expectations. And still this fraudster insults their authority. What a disgrace.,108,90,603
@brian_armstrong,2022-12-03T21:58:10.000Z,"We completely agree,  – comprehensive crypto legislation is needed to protect consumers, drive innovation, and preserve American technological leadership.",111,83,502
@brian_armstrong,2022-12-03T21:53:19.000Z,"I don't care how messy your accounting is (or how rich you are) - you're definitely going to notice if you find an extra $8B to spend.

Even the most gullible person should not believe Sam's claim that this was an accounting error.",917,"4,136",28.9K
@brian_armstrong,2022-12-03T21:53:43.000Z,"It's stolen customer money used in his hedge fund, plain and simple.",356,"1,189",11.9K
@brian_armstrong,2022-12-02T07:12:58.000Z,"Agree, very important to have a safe mode you can turn off on these models.

We need insightful truths not kid gloves.",62,15,198
@brian_armstrong,2022-12-02T02:49:49.000Z,Wow - quite good,137,56,509
@jdjkelly,2022-11-30T18:29:47.000Z,"Google is done.

Compare the quality of these responses (ChatGPT)","1,023","5,603",27.6K
@brian_armstrong,2022-12-01T20:58:27.000Z,Talk I gave at the Singapore Fintech Festival back on Nov 4 (feels like a lifetime ago),61,17,125
@brian_armstrong,2022-12-01T19:11:37.000Z,Posted on :https://researchhub.com/post/749/do-people-with-the-genetic-variation-that-only-requires-them-to-sleep-4-5-hours-a-night-live-shorter-lives-or-have-any-drawbacks?utm_campaign=twitter_bounty… #biology #healthPsychology #genetics,122,12,67
@brian_armstrong,2022-12-01T16:41:13.000Z,"Good example of the kinds of discussions we have with Apple on a monthly basis, to deal with their app store monopoly. It's gotten pretty absurd at times.",223,378,"2,881"
@brian_armstrong,2022-12-01T05:29:22.000Z,Impressive,33,18,224
@brian_armstrong,2022-12-01T01:25:47.000Z,Self-custody is on the rise in crypto. Have you tried Coinbase Wallet lately? It's getting really good - and comes with a free ENS name.,323,148,953
@sid_coelho,2022-11-30T21:59:03.000Z,"November's wild events have made self custody more tempting than ever. We're working hard to make it easier than ever too.

Oh, and a free ENS compatible username for every user!",15,12,73
@eldsjal,2022-11-30T12:53:08.000Z,"Four years ago, we filed a complaint detailing ’s anticompetitive practices. Some context.",283,943,"5,271"
@ljxie,2022-11-29T08:14:06.000Z,I genuinely enjoyed watching the Coinbase documentary and found it to be inspiring. Major respect for what   and others did to push the crypto space forward in the early days. It's recently been set back a few steps sadly but no doubt we'll get past this,41,20,229
@brian_armstrong,2022-11-28T05:15:35.000Z,Nice community created video explaining ,64,28,158
@ProfFeynman,2022-11-27T06:12:26.000Z,Schrödinger's Plates: They are both broken and not broken until you open the door.,"2,217",26.8K,233.1K
@pmarca,2022-11-27T23:25:58.000Z,Absolutely incredible ad targeting.,150,567,"4,070"
@coinbase,2022-11-25T17:06:45.000Z,"We're excited to see how far we can go as an industry with on-chain accounting and are exploring new ways to prove reserves.

We're also announcing a $500k developer grant program to encourage others.","1,303",879,"2,300"
@scienceisstrat1,2022-11-23T20:03:49.000Z,"China has been the world’s most populous country for hundreds of years. 

In 2023 that title will shift to India. 

By 2100 India will be twice the size of China. 

Cc:   ",42,140,470
@dhh,2022-11-21T15:46:16.000Z,"""But since those heady days of 2020, things have changed. The DEI hegemony has gone from virtually unchallenged to come under severe stress. Let's look at four reasons why.""",171,181,596
@MSilb7,2022-11-23T11:53:00.000Z,Optimism transfers are now live for me on ,40,35,370
@alextreece1,2022-11-22T16:53:29.000Z,"Another week - another secure, privacy preserving an reliable testnet faucet for web3 builders shipped by  

If you are a web3 developer, check it out. DMs are open",24,7,52
@Austen,2022-11-23T16:34:57.000Z,"News organization in which SBF is a major shareholder claims that SBF owns $100 million of Twitter.

Owner of Twitter says this isn’t true.

Headline: “SBF is reportedly a shareholder in Twitter.”

Zero attempt to actually determine what is accurate.",63,253,"3,484"
@brian_armstrong,2022-11-23T05:58:10.000Z,If you're in Japan  and into crypto - do me a favor - try signing up for Coinbase and tell me what you like/don't like about the product. We're working hard to make it better!,616,311,"3,541"
@brian_armstrong,2022-11-22T18:44:38.000Z,"If you see FUD out there - remember, our financials are public (we're a public company) https://s27.q4cdn.com/397450999/files/doc_financials/2022/q3/Q32022-Shareholder-Letter.pdf…","1,194","1,708","8,360"
@brian_armstrong,2022-11-22T18:45:50.000Z,We hold ~2M BTC. ~$39.9B worth as of 9/30 (see our 10Q),560,839,"4,379"
@brian_armstrong,2022-11-22T18:49:51.000Z,We all need to come together to build this industry in a responsible way going forward. Be wary of false information.,415,351,"4,262"
@coinbase,2022-11-21T17:33:50.000Z,"WooCommerce merchants can now offer consumers the flexibility to pay with crypto through Coinbase Commerce. 

Fast  Easy  Secure Read more here",315,366,694
@RosenfeldM,2022-11-18T19:07:58.000Z,Pretty sure Taylor Swift concert tickets are a security under the Howey Test as applied by Gensler’s SEC.  All sold out in presale and you can sell a $200 for $4000 on the stubhub exchange.  Sold to support building the platform for the concert.,279,"1,036","5,464"
@sid_coelho,2022-11-19T05:04:16.000Z, supports both Bitcoin and Ethereum for self custody!,42,11,125
@balajis,2022-11-19T12:57:32.000Z,"The technological path forward is on-chain accounting.

First simple payments, then smart contracts, and eventually full financial statements.

Proof-of-reserves-and-liability is the first step towards that.",173,286,"1,493"
@brian_armstrong,2022-11-19T19:50:12.000Z,Thank you  for helping drive this research forward. On-chain accounting will be an important part of the cryptoeconomy.,116,117,"1,096"
@tobi,2022-11-18T14:28:53.000Z,From a friend,68,533,"4,061"
@CoinbaseWallet,2022-11-17T22:47:09.000Z,"Coinbase Wallet now simulates the outcome of your dapp transactions before you hit “confirm”, letting you explore web3 with greater confidence.",84,139,764
@brian_armstrong,2022-11-18T03:20:51.000Z,Ad we ran in WSJ today - timely,388,386,"3,291"
@brian_armstrong,2022-11-16T18:02:33.000Z,Important to note,160,62,785
@brian_armstrong,2022-11-16T01:24:04.000Z,"Twitter has broken just about every piece of this FTX story using blockchain analytics, while NYT is writing puff pieces on a criminal.

Feels like a turning point for citizen journalism and loss of trust in MSM.","3,201",18.8K,87.2K
