Handle,Timestamp,Content,Comments,Retweets,Likes
@binance,2023-07-08T14:00:00.000Z,"2017  2023

With #BinanceTurns6 around the corner, let's look back at how our website has changed over the years.

When did you first start using #Binance?",458,408,1.4K
@cz_binance,2023-07-09T20:03:10.000Z,#bitcoin doesn't take sides.,1.1K,1.2K,7.9K
@binance,2023-07-08T08:50:45.000Z,"As #BinanceTurns6, we want to acknowledge the people who consistently contribute to the progress of crypto and Web3.

We asked some of you:

""What drives you to be at the forefront of the community, building the future of this industry?""

Here's what they said  ",494,594,1.7K
@CryptosBatman,2023-07-07T08:59:21.000Z,"I remember how crypto exchanges operated when I began my journey in 2017. This was before Binance launched their Exchange.

High trading fees, high withdrawal fees, very slow or non-existing customer support, bad liquidity, lack of transparency, etc.

In my view there's a shift…",295,551,2K
@cz_binance,2023-07-07T18:10:17.000Z,What are some books I should read?,4.8K,1.1K,7.2K
@cz_binance,2023-07-07T16:55:57.000Z,Powell testifies crypto 'appears to have some staying power' in U.S. economy | Monetary Brief https://monetarybrief.com/stories/645281740-powell-testifies-crypto-appears-to-have-some-staying-power-in-u-s-economy…,757,982,4.5K
@binance,2023-07-07T15:03:37.000Z,"#BinanceBlockchainWeek is coming back for 2023!  

Can you guess where we're heading to this year?",758,557,1.6K
@NoahBPerlman,2023-07-06T22:30:38.000Z,"I'm getting lots of calls from media asking if I'm leaving #Binance . The answer is unequivocally, no! I'm proud to be part of this incredible organization as we navigate the growing pains of the crypto industry.",306,626,2.8K
@SKChristie9,2023-07-07T00:46:18.000Z,"I usually don’t tweet much and try and keep a low profile, but wanted to clear the air about a couple of articles that were printed today. I can confirm that I am indeed leaving , but the reasons for my departure are very different than what was reported.",208,466,2K
@SKChristie9,2023-07-07T00:46:19.000Z,"The executive leadership team at Binance has invested more into Compliance, the people, and the technology than anywhere I have ever worked, or even heard of in my career.",128,188,880
@cz_binance,2023-07-07T05:31:14.000Z,"Looks like another hack happened on Multichain. This DOES NOT affect users on  or  itself. We have swapped all assets out and closed deposits a while back. Regardless, we offer our assistance in helping with the situation.

Stay #SAFU.",535,810,2.8K
@ItsEasypop,2023-07-07T02:49:08.000Z,$2B inflows in 24h on  after the FUD is insane. You can check the live stats here: https://defillama.com/cex/binance-cex,183,251,1.1K
@cz_binance,2023-07-06T23:09:54.000Z,"4. More FUD about some departures. Yes, there is turnover (at every company). But the reasons dreamed up by the “news” are completely wrong.

As an organization that has grown from 30 to 8000 people in 6 years, from 0 to the world’s largest crypto exchange in less than 5 months…",1.3K,2.1K,11K
@cz_binance,2023-07-06T16:19:33.000Z,". have made a donation to a new charity effort in Brazil. An organization that offers digital and financial inclusion to homeless people in São Paulo. The initiative allows donations through crypto to build a space for free access to computers and cell phones.

Lack of…",993,1.1K,5.6K
@cz_binance,2023-07-06T16:02:41.000Z,"GM. Logged into my Threads account. As a tiny investor in Twitter, I hope threads give twitter a good run for its money.  It will make both platforms better. Also wouldn’t mind to see some more international competition too.",194,115,760
@cz_binance,2023-07-06T16:03:32.000Z,"My instagram account always had a different handle, so be careful of scammers. ",88,46,374
@cz_binance,2023-07-06T05:59:04.000Z,"Some new (and old) advanced features on  Futures: scaled orders, TP/SL (take profit / stop loss), drag and drop to adjust, one-click reverse, market headmap, and a ton more... Keep building.",816,902,3.9K
@cz_binance,2023-07-05T20:41:22.000Z,Then they join you.,1.8K,2.2K,13K
@BinanceAcademy,2023-07-05T16:40:41.000Z,"Binance Academy has teamed up with to bring blockchain education to individuals worldwide!  

We'll be launching learning programs including topics like blockchain, crypto, and Web3 in the coming months.  

More here",251,637,1.4K
@Cristiano,2023-07-05T12:00:32.000Z,"I'm happy to launch ""Forever CR7: The GOAT"", my new NFT collection, on #Binance!

To celebrate we're giving away some ForeverCR7 NFTs.

How to win:RetweetFollow  Tell me your favourite CR7 goal using #ForeverCR7Good luck!",7.6K,15K,104K
@binance,2023-07-05T11:27:23.000Z,,825,421,1.1K
@cz_binance,2023-07-05T09:55:41.000Z,Supply vs demand. Simple. ,728,636,3.1K
@cz_binance,2023-07-05T09:44:55.000Z,Good story.,576,703,4.2K
@cz_binance,2023-07-04T15:25:23.000Z,"If you're like me and need some football training, who better to do it with than  You can meet and train with CR7 in person by holding the rarest NFT of his new collection. #Binance will cover flights and accommodation. 

Bid here » https://binance.com/en/nft/collection/forevercr7-the-goat-rsrssr-nfts-726020713255759872?tradeType=1&collections=726020713255759872&isBack=1&order=amount_sort@1&ref=FOREVERCR7&utm_source=CZTwitter&utm_medium=GlobalSocial&utm_campaign=thecr7nftcollection2…",42,1.5K,7.7K
@binance,2023-07-03T13:00:30.000Z,"Tell us your favorite crypto story to win a box of #Binance merch!    

We'd love to hear how crypto has positively impacted you or the lives of those around you.    

To enter: Retweet Follow  Share your story using #BinanceTurns615 of the best will win!",1.4K,1.4K,2.5K
@cz_binance,2023-07-03T15:05:18.000Z,"The 'Forever CR7: The GOAT’' NFT collection on #Binance is now live.

» https://binance.com/en/nft/event/forevercr7?ref=FOREVERCR7&utm_source=CR7Twitter&utm_medium=GlobalSocial&utm_campaign=thecr7nftcollection2…",37,653,3K
@binance,2023-07-03T14:00:00.000Z,"The 'Forever CR7: The GOAT' NFT collection on #Binance is now live!

Head over to the Binance NFT Marketplace to own historic goalscoring moments from 's record breaking career.

Explore now ",32K,3.1K,7K
@binance,2023-07-02T06:00:31.000Z,"Decorate anything BUT a cake with #Binance elements to celebrate our 6-year anniversary!

How to join: Retweet Follow  Share a photo of your decorated item using #BinanceTurns6Top prize: $600!20 winners will share $1,800 ",1.6K,1.9K,2.8K
@cz_binance,2023-07-02T05:48:41.000Z,This does not affect  users. We do not support deposits from this network. Our security team is assisting them in its investigations though. Stay #SAFU.,562,956,3.3K
@cz_binance,2023-07-01T19:47:41.000Z,"Viewing should not be limited. Posting and commenting should be. No humans post more than 800 posts per day, maybe except me.",1.4K,1.9K,12K
@cz_binance,2023-07-01T19:52:53.000Z,"Actually, only commenting need to be limited. IMO.",250,144,1.6K
@cz_binance,2023-07-01T19:39:30.000Z,A  on crypto prices1/8000,891,930,5.8K
@BNBCHAIN,2023-07-01T05:00:00.000Z,Web3 gaming projects like  are building with opBNB to achieve lower fees and faster transaction speeds ,226,316,865
@coin_post,2023-07-01T05:01:00.000Z,バイナンスラボのS6ウェブ3育成プログラム、ZK証明やリキッドステーキングを対象に,78,174,446
@cz_binance,2023-06-30T16:19:12.000Z,"New  and  report.

The teams talked to institutional investors to explore their views, preferences, and motivations toward crypto.",18,394,1.6K
@binance,2023-06-30T09:25:42.000Z,". and  recently completed a survey with our institutional users.   

They found that 63.5% have a positive outlook on crypto over the next 12 months, with 88% optimistic over the next decade.   

What’s your view of crypto in the next 12 months?",379,323,1K
@cz_binance,2023-06-30T15:27:16.000Z,#bitcoin price fluctuates. Its utility is steadily increasing. ,1.2K,1.7K,9.6K
@BinanceLabs,2023-06-30T11:06:27.000Z," Exciting news! Applications for Binance Labs Incubation Season 6 are now live! The 3 month program includes:  1-1 mentoring sessions  Fireside chats with industry leaders Network of fellow founders

Apply before July 31, 2023!",363,533,1.1K
@BlockchainAssn,2023-06-29T17:48:09.000Z,"""With such clear bias, and such dereliction of the basic tenets of due process, the agency cannot fairly supervise the digital assets industry...it’s time for Chair Gensler to recuse himself,"" writes  for .",145,678,2.1K
@cz_binance,2023-06-29T21:19:46.000Z,Most people I know accept crypto. ,2.1K,2K,13K
@cz_binance,2023-06-29T14:10:05.000Z,"How to meet CR7:

1) Own a SSR NFT from this drop.
2) Holders get an in-person training session with Cristiano Ronaldo, amongst other perks.

Real utility.",28,617,2.6K
@cameron,2023-06-28T19:06:48.000Z,"A must watch. Former SEC Chairman Jay Clayton describes the new and deeply un-American ethos of the  under  — if we're not losing cases, we aren't suing enough businesses. This is a total abuse of power.",534,1.7K,5.5K
@cz_binance,2023-06-28T18:47:28.000Z,We keep building.,2.6K,2.8K,13K
@cz_binance,2023-06-28T18:14:23.000Z,"In crypto, education is everything.

Thanks to everyone that dedicates time to growing our ecosystem through teaching Please get your votes in for this award.",32,588,3.2K
@cz_binance,2023-06-28T16:15:59.000Z,"NFTs dropping on July 3.

» https://binance.com/en/nft/event/forevercr7?ref=FOREVERCR7&utm_source=CZTwitter&utm_medium=GlobalSocial&utm_campaign=thecr7nftcollection2…",31,622,3.4K
@cz_binance,2023-06-28T13:08:57.000Z,#Binance API supports asymmetric keys. Binance won’t ever have your private keys in this case. We only use the public key. #SAFU,497,508,2K
@cz_binance,2023-06-28T12:56:03.000Z,Eid Adha Mubarak.,1.3K,2.2K,13K
@cz_binance,2023-06-28T11:19:29.000Z,Keeping #Binance secure at all times.,29,321,1.8K
@cz_binance,2023-06-27T09:48:38.000Z,HK moving forward.,1.8K,3.3K,13K
@Shubbhydoo,2023-06-22T07:40:07.000Z,"What a wonderful day, today i found binance had installed a liquid oxygen tanker in my city, in 2021...    ",198,321,2.2K
@cz_binance,2023-06-26T11:55:36.000Z,Good to see Japan enacting tax policy that incentivizes crypto innovation.,44,1.3K,6.1K
@binance,2023-06-23T16:05:21.000Z,"Join the #BinanceAfterHours experience, where you can win exclusive merch and tickets for the 's After Hours til Dawn tour.

See you in the Metaverse Dimension.",445,326,1.1K
@binance,2023-06-23T22:00:02.000Z,"The #Binance Law Enforcement Training team recently hosted a 4-day training program in Kazakhstan.

These sessions are just one part of our broader commitment to helping law enforcement agencies around the globe to combat cybercrimes.",515,482,1.8K
@cz_binance,2023-06-23T19:26:16.000Z,"1, 2, 3…",5.3K,2.3K,15K
@cz_binance,2023-06-23T07:11:57.000Z,http://Binance.US solves USD withdrawal issues but warns it won't last long,1.1K,1.1K,4.7K
@cz_binance,2023-06-22T16:24:56.000Z,"TradFi, who would have thought? ",1K,778,5.9K
@cz_binance,2023-06-22T14:58:45.000Z,"The color fits him, I think. #Binance",541,2.7K,4.4K
@BinanceAfrica,2023-06-22T14:20:37.000Z,"Iris Du, #Binance's Regional Head of Africa, recently participated in the 2023 Inclusive FinTech Forum in Kigali.

She joined an industry panel where they discussed the digital currency & blockchain ecosystem, emphasizing the unique opportunity to leapfrog traditional finance.",208,2.2K,1K
@binance,2023-06-22T14:01:05.000Z,"Exclusive #Binance merch, signed by .  

Collect an NFT from the ForeverCR7: The GOAT collection to get your hands on some.",309,407,1.5K
@cz_binance,2023-06-22T09:51:03.000Z,"Signing in Kazakhstan Left to right: CZ, President of Kazakhstan Kassym-Jomart Tokayev, Minister of Information Technology Bagdat Mussin

(Photo was from a while ago.)",1.6K,3.1K,19K
@cz_binance,2023-06-22T08:59:37.000Z,http://Binance.US and Its Legal Team Allege SEC Issued Misleading Statements in Lawsuit,1.2K,3.2K,13K
@coinwirehq,2023-06-22T05:31:44.000Z," #Binance Launches Regulated Digital Asset Platform in Kazakhstan

The regulated digital asset platform in Kazakhstan aims to offer various services under a permanent license obtained from the AIFC Financial Services Authority. Full details:",374,793,3.6K
@Tree_of_Alpha,2023-06-21T16:29:05.000Z,"Lmao @ Binance v. SEC #FireGenslerCourt: ""I want to know, are BAM assets going offshore? Is it happening or is it not? It's stunning to me that I've now asked this question to each of the SEC attorneys 5 times.""

SEC: ""So currently the assets are not going offshore... We're not…",390,903,3.2K
@cz_binance,2023-06-21T16:54:57.000Z,"Binance Launches a Regulated Digital Asset Platform in Kazakhstan, with local banking support.",1K,1.8K,10K
@cz_binance,2023-06-21T16:28:14.000Z,,786,2.4K,11K
@cz_binance,2023-06-21T15:21:16.000Z,1500+ people #Binance meetup in Kazakhstan now.,825,1.2K,9K
@BinanceBCF,2023-06-20T18:51:22.000Z,"Happy #WorldRefugeeDay!

Today, we pause to recognize the resilience, courage, and humanity of millions of individuals forcibly displaced worldwide. We believe in leveraging the power of blockchain for social good, and as part of our commitment.

Let's look at what we did ",132,170,749
@bsc_daily,2023-06-20T13:28:12.000Z," The BNB Chain has already been really fast and low fees, but they continues to develop another layer 2 scaling solution. So, what is actually happening here?

Subscribe now for in-depth insights! 

Coinwire Newsletter: https://bit.ly/3OAPcbA#BNBchain #layer2 #opBNB",425,387,1K
@cz_binance,2023-06-20T12:46:42.000Z,Playing by the Rules: The Crypto Compliance Landscape Today | Binance Blog,622,771,3.4K
@cz_binance,2023-06-20T12:28:43.000Z,Deutsche Bank applies for digital asset license. ,1.5K,3.2K,18K
@NoahBPerlman,2023-06-19T23:16:15.000Z,"We are launching a new blog series, Playing by the Rules, to raise awareness of the role of compliance in crypto and highlight the impressive work that our Compliance team does every day.  Enjoy!  #Binance",183,223,848
@cz_binance,2023-06-20T07:41:47.000Z,Continue to invest in the industry.,692,577,3.2K
@cz_binance,2023-06-20T07:29:39.000Z,"Slowly, but we keep building...",775,1K,6K
@cz_binance,2023-06-18T09:54:34.000Z,"Binance have issued cease & desist notice to the scammer entity ""Binance Nigeria Limited"".

Don't believe everything you read in the news. ",1.6K,3.1K,13K
@cz_binance,2023-06-19T20:35:34.000Z,"If you are using http://binance.com, you are not interacting with the scammer entity.",227,261,1.4K
@cz_binance,2023-06-18T19:16:11.000Z,"Look on the bright side. Scrutiny provides validation.

Was just reading the court transcript.

Court: ""... Similarly, you all repeat in the memo that there's no evidence, absolutely no evidence of any dissipation of assets whatsoever. And the government at this point has said…",1.4K,2.6K,11K
@BNBCHAIN,2023-06-19T13:20:09.000Z,"As blockchain technology continues to evolve, scalability remains a critical challenge. 

But fear not! Enter opBNB, a game-changing Layer 2 scaling solution designed to overcome the limitations of Layer 1 (L1) networks. 

Let's discuss opBNB below ",1.1K,2.1K,3.9K
@binance,2023-06-14T13:00:00.000Z,"$10,000 Giveaway  

Maverick Protocol $MAV is live on #Binance Launchpool!  

To enter:  Retweet  Follow  &   Stake #BNB or $TUSD in the $MAV Launchpool  Complete the quiz below",1.8K,8.7K,8.7K
@binance,2023-06-19T04:35:04.000Z,"#Binance launches Spot DCA. 

This new dollar-cost averaging strategy allows users to automatically buy or sell a fixed amount of assets at a designated price deviation and desired frequency.

Find out more ",392,408,1.5K
@cz_binance,2023-06-18T19:16:11.000Z,"Look on the bright side. Scrutiny provides validation.

Was just reading the court transcript.

Court: ""... Similarly, you all repeat in the memo that there's no evidence, absolutely no evidence of any dissipation of assets whatsoever. And the government at this point has said…",1.4K,2.6K,11K
@cz_binance,2023-06-18T16:28:11.000Z,Happy Father's Day!,1.2K,1.6K,10K
@BinanceBCF,2023-06-16T19:09:45.000Z,"Many talented young people in Africa wish to become the next generation of leaders in tech. But financial constraints are preventing their dreams.

Since the launch of our #BinanceScholar program, we have provided tech scholarships to 70,000 students! Check out the video ",193,280,1.2K
@coinbureau,2023-06-18T04:20:09.000Z,"So they completely missed FTX's misuse of customer funds and lied about Binance doing it?

Seems very on-brand.",276,698,2.9K
@BinanceUS,2023-06-17T14:33:45.000Z,We want to provide an update on the current battle http://Binance.US finds itself in with the SEC. We are pleased to inform you that the Court did not grant the SEC’s request for a TRO and freeze of assets on our platform which was clearly unjustified by both the facts and…,2.3K,5.7K,16K
@EleanorTerrett,2023-06-17T22:16:36.000Z,"NEW: From an industry insider in response to the judge’s / TRO ruling: 

“Binance put out a restrained public response to the TRO ruling out of respect for the judge, but they are celebrating what is a crushing defeat for the SEC.” ",208,774,2.5K
@cz_binance,2023-06-17T14:29:42.000Z,"Although we maintain that the SEC's request for emergency relief was entirely unwarranted, we are pleased that the disagreement over this request was resolved on mutually acceptable terms.  

User funds have been and always will be safe and secure on all Binance-affiliated…",124,2.9K,14K
@cz_binance,2023-06-16T20:12:54.000Z,#Binance,1.5K,1.7K,10K
@binance,2023-06-16T14:00:39.000Z,"Introducing the Metaverse Dimension.

An immersive Web3 experience, where fans of  can come together to explore a one-of-a-kind #BinanceAfterHours virtual world.

Let's take you through how it works.",532,514,2K
@cz_binance,2023-06-16T12:55:44.000Z,"4. FUD.

In France, surprise (no advanced notice) on-site inspections of regulated businesses are the norm, for banks, and now for crypto too.

The surprise visit for Binance France happened a couple of weeks ago. It's not ""news"". Binance France cooperated fully. 

Binance also…",1.7K,2.9K,12K
@cz_binance,2023-06-16T08:31:26.000Z,Currently at Layer 2. How many layers do you need?,1.3K,1K,5.5K
@binance,2023-06-15T12:00:35.000Z,"#Binance Pool launches the #BTC Transaction Accelerator!

Through this new feature, you can speed up any on-chain transaction on the #Bitcoin network, regardless of any potential network congestion issues Find out more  https://pool.binance.com/en/acceleration?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",728,1.3K,3K
@WeAreMessi,2023-06-14T10:55:17.000Z,,275,615,7.5K
@cz_binance,2023-06-14T12:09:26.000Z,"How risk management for crypto: prevent, identify and eliminate potential threats",1.4K,1.7K,7.4K
@cz_binance,2023-06-13T21:41:40.000Z,"4. Binance have not sold BTC or BNB. We even still have a bag of FTT.

It is amazing they can know exactly who sold based on just a price chart involving millions of traders. FUD. ",2.6K,3.8K,19K
@zombyyyNFT,2023-06-09T13:37:46.000Z,"(1) As someone who trades in the cryptocurrency market, I have tried various exchanges, but my experience with Binance was unforgettable. I was initially encouraged to try Binance after hearing positive reviews from other traders and decided to give it a go.#TalktoBinance",219,237,1.1K
@binance,2023-06-13T11:59:21.000Z,"Introducing @mavprotocol $MAV on #Binance Launchpool!

Farm MAV by staking #BNB and $TUSD. https://binance.com/en/support/announcement/introducing-maverick-protocol-mav-on-binance-launchpool-farm-mav-by-staking-bnb-and-tusd-a28d005ed545464cbb9a3661c26e6b38?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",1K,2.4K,6K
@cz_binance,2023-06-12T19:45:27.000Z,» Bank of China issues $28M in digital structured notes on Ethereum blockchain,2K,5.3K,22K
@WarrenDavidson,2023-06-12T17:13:12.000Z," NEWS - Today I filed the SEC Stabilization Act to restructure the  and #FireGaryGensler. 

U.S. capital markets must be protected from a tyrannical Chairman, including the current one. It’s time for real reform and to fire  as Chair of the SEC. Statement ",4.2K,19K,47K
@WatcherGuru,2023-06-12T17:37:49.000Z,JUST IN:  US Congressman officially files bill to fire SEC Chair Gary Gensler.,3.4K,13K,45K
@binance,2023-06-12T12:00:03.000Z,"The return of #BitcoinButton!

One #Bitcoin, One Button, One Winner.

How to win: Press the button When the timer runs out, it's game over Last person to click the button wins

Play now ",2.9K,5K,5.8K
@ArchAngel_XRP,2023-06-10T18:59:54.000Z,"#FireGaryGensler ,
Mark my words  our industry are here to stay the US market is important, but it is also expungable, you are confused and panicked  because of the power of crypto.  
We support     #cryptocurrency",817,3.4K,8.5K
@cz_binance,2023-06-10T15:31:00.000Z,"According to our data, last 24hrs,  net outflow is about $392m.

Our wallet addresses are public. Some 3rd party analytics measure Change in AUM (asset under management) in USD equivalent as outflow. This would include crypto price drops (which decrease AUM) as ""outflow"".…",2.1K,2.4K,13K
@cz_binance,2023-06-10T15:35:06.000Z,"Some even only measure outflow, not inflows. 

On a sharp price movement day like today, many arbitrage traders move a lot of funds between exchanges, usually exponentially more than on normal days.",428,463,3.9K
@cz_binance,2023-06-10T15:42:44.000Z,"For reference, we processed $7b net outflow in one day last Nov.",472,398,4K
@ThapeloBanda2,2023-06-10T09:33:06.000Z,"1/6:  Binance has been a game-changer for me in South Africa! As a proud African navigating a challenging economy, Binance's P2P and futures platforms have empowered me to survive and thrive. #BinanceImpact #CryptoRevolution#TalkToBinance",220,315,1.5K
@cz_binance,2023-06-10T07:50:40.000Z,"Why is the market is going up or down? No one really knows. A lot of people claim to know, and can often pin it on a single (often wrong) reason. In reality, there are many sellers and buyers in a market, everyone may have their own reasons. A few examples.

False narrative:…",3K,4.8K,20K
@cz_binance,2023-06-09T15:39:30.000Z,,3.3K,6.7K,27K
@LexLanier,2023-06-09T12:43:01.000Z,"1/3
This is why my life just suddenly got changed,  my life before is an Overseas Worker it was hard because I need to leaved my ""FAMILY"" every each occassion that coming to my ""LovedOnes"" was I'm not there.",154,132,643
@binance,2023-06-09T12:00:02.000Z,"Share your feedback about #Binance to win $200!

To enter:Retweet Follow Tell us your feedback using #TalkToBinanceThe best 10 entries win $200 each.

We're looking for product suggestions, your favourite features and anything in between.

Thanks in advance ",4.2K,7.3K,8.6K
@cz_binance,2023-06-09T10:42:01.000Z,"Important dates for the industry coming up, MiCA has now been published in the official journal of the EU: https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R1114… 

This means crypto businesses now have firm timelines to implement and be compliant with MiCA's requirements. Stablecoin rules apply from June 30,…",1K,2.6K,12K
@cz_binance,2023-06-09T08:28:05.000Z,"As part of #Binance’s Global Law Enforcement Training Program, our team went to Taiwan to deliver a one day training program for Taiwan's Criminal Investigation Bureau.

This is part of our commitment to combating cybercrime in alliance with law enforcement agencies globally.",47,1K,7.7K
@cz_binance,2023-06-09T08:28:06.000Z,More info here.,5,177,1.2K
@BinanceUS,2023-06-09T02:33:28.000Z,"The SEC has taken to using extremely aggressive and intimidating tactics in its pursuit of an ideological campaign against the American digital asset industry. http://Binance.US and our business partners have not been spared in the use of these tactics, which has created…",2.8K,7.1K,20K
@RektUSD,2023-06-09T02:40:48.000Z,"To all the simps cheering on this SEC scam, this is what transparency looks like. 

Everyone else please take notes. Unlike FTX, #Binance isn’t a house of cards. 

The #Crypto industry is better off because of them. ",224,298,2.7K
@cz_binance,2023-06-08T16:45:11.000Z,"This is simply false. Not sure if it's the journalist or the source.

To the best of my knowledge, http://Binance.US had in total roughly $2 billion in user funds. This number in USD equivalent fluctuates a little as crypto prices change. And declining as users withdraw due…",2.8K,4.2K,20K
@cz_binance,2023-06-08T13:26:28.000Z,"We have to focus on recruitment and development of young talent.

Current students will be future leaders. Set them up for success, so they can help us increase crypto adoption.

Introducing our new specialized summer-intern program.",123,1.3K,7.7K
@cz_binance,2023-06-08T11:10:52.000Z,"#Binance Pay has partnered with LATAM based Credencial Payments, allowing users to pay with crypto in real time. 

Binance Pay se alió con Credencial Payment para facilitar pagos digitales con criptomonedas",1.3K,2.1K,11K
@cz_binance,2023-06-07T18:31:48.000Z,"I was told this is just part of the SEC compliant process. Nothing new. 

Also told I won't have to appear in person. No need to FUD. ",3.2K,3.6K,17K
@cz_binance,2023-06-07T18:48:15.000Z,"Eleanor's tweet was accurate. Not FUD. 

The FUD I was referring to was other FUD on Twitter or elsewhere, which there are plenty.",1.7K,495,4.1K
@CryptoWendyO,2023-06-07T16:36:29.000Z,".  has $249,775,753 in 24Hr volume and 
2.25M monthly visits 

Their reserves are also available to the public unlike US Banks and very easy to find 

per ",1K,885,4.1K
@HashDit,2023-06-07T15:49:54.000Z,"#CommunityAlert #HashDit1/2 The 924,821$BNB($249M) deposit of BNB Bridge Exploiter in the is now facing a liquidation?
Rumor! 
The BNB Exploiter address(0x489a8756c18c0b8b24ec2a2b9ff3d4d447f79bec) is blacklisted in the protocol. 
No one can liquidate the loan.",813,186,795
@cz_binance,2023-06-07T14:44:32.000Z,"Multiple FUDs going on. This one widely circulated in Asia, saying ""there was an argument I had with an American inspection agency, and I took out a AK47. The police then opened fire first, and I got wasted...""

This is the 2nd time I got wasted imaginarily in Asia news. Last one…",3.6K,2.9K,15K
@cz_binance,2023-06-07T14:45:11.000Z,"Oh, and I got shot 27 times... Who TF comes up with shit like these?",2.1K,862,10K
@binance,2023-06-07T13:00:43.000Z,"You asked,  answered.

'Ask Cristiano Ronaldo Anything' is now live!

Watch the full video here ",890,1.4K,6.4K
@cz_binance,2023-06-07T10:10:51.000Z,Trust is earned through a long history of decisions and actions taken to protect users.,979,1.4K,10K
@BinanceVIP,2023-06-07T07:38:26.000Z,"Thrilled to recap our VIP Meetup!    

More than 50 guests came together and participated in discussions on the crypto landscape in MENA. , , and our Head of #Binance VIP, Catherine, also joined the event.",255,283,1.7K
@twobitidiot,2023-06-07T00:38:33.000Z,"Reminder, Gensler’s SEC:

FAILED to catch FTX ($8bn fraud & bankruptcy)

FAILED to protect Grayscale investors ($8bn impairment)

FAILED to protect Voyager, Genesis, BlockFi borrowers ($4bn+ bankruptcies)

It’s not that he’s mean, it’s that Gensler is an incompetent, crooked cop.",781,2.5K,9.8K
@cz_binance,2023-06-06T21:55:44.000Z,"Clarification: this could only affects http://Binance.US, IF granted by the court. 

It does NOT affect http://Binance.com. Funds are #SAFU",2.1K,3.9K,17K
@NTmoney,2023-06-06T15:43:15.000Z,"The Biden Administration’s crypto timeline:

- Sam Bankman-Fried is the second largest donor to Biden’s presidential campaign 

- Biden appoints Gary Gensler as chairman of the SEC 

- Gary Gensler hosts friendly meeting with Bankman-Fried and FTX execs, no action letter…",450,2.1K,6.7K
@LadyofCrypto1,2023-06-06T20:35:13.000Z,"We are about to find out how solvent #Binance is. They've survived a few bank runs this year, while some U.S. banks haven't. Regardless, not your keys, not your #crypto. Be safe frens ",333,404,2.6K
@cz_binance,2023-06-06T19:23:35.000Z,"People often use their own (narrow) world views to view us. Like,

Q: You don't have debt?
A: No, we don't.",1K,1.8K,10K
@cz_binance,2023-06-06T19:18:27.000Z,They didn't sue FTX.,2.6K,7K,35K
@binance,2023-06-06T19:11:19.000Z,"Binance will always stand up for crypto, the freedom of money and our community.",1K,2.3K,9.5K
@cz_binance,2023-06-06T12:58:22.000Z,"If you have to pick a fight with everyone, maybe you are the one at fault. ",4.4K,9K,45K
@unusual_whales,2023-04-18T17:37:33.000Z,"Representative Warren Davidson has introduced legislation in SEC Chairmen Gary Gensler hearing to remove him:

Chairman Gensler, your record of failures to protect investors and abuses of power make it clear that we need to restructure the Securities and Exchange Commission.",265,1.3K,4.9K
@binancezh,2023-06-06T10:04:28.000Z,老板，我们又上电视了，这次是央视认证的全球最大的交易平台,394,405,2K
@100bviking,2023-06-06T09:51:01.000Z,"The entire crypto industry should UNITE against the SEC's latest attack against Binance ()

The SEC's complaint accuses , #Binance, and affiliates of offering unregistered securities.

MAKE NO MISTAKE: 

This is an attack against the ENTIRE crypto industry.",611,1.2K,4.7K
@cz_binance,2023-06-06T09:42:17.000Z,又上央视了。。。,2.4K,1K,8.2K
@cz_binance,2023-06-06T09:44:35.000Z,,397,280,1.9K
@FeraSY1,2023-06-05T23:22:18.000Z,"#SEC sues #Binance &  ? What does it mean?
1- it's crystal clear that the sec & current us gov. is attacking the entire industry. Yesterday ripple, Coinbase & kraken, today cz & binance, tomorrow who knows?

2- it's obvious that the embarrassment that current US gov.…",357,994,3.4K
@evcawolfCZ,2023-06-06T07:43:35.000Z,"#Binance has definitely more trust than #SEC I haven't come across a single tweet supporting #SEC, but I've seen thousands supporting #Binance ",414,750,4.5K
@LastCallCNBC,2023-06-05T23:53:11.000Z,"""This is about the future of digital assets in the United States,"" says  on crypto regulation. ""The question is: will the United States continue to lead the world in financial services?""",136,311,1.2K
@cz_binance,2023-06-06T05:55:44.000Z,Who protects you more?,7.2K,8K,21K
@coinvisionco,2023-06-05T22:13:54.000Z," June 1: Hong Kong government approves trading the following tokens:$SAND, $ADA, $MATIC, $SOL, $AXS, $ATOM, $DOT, $UNI, $LINK, $LTC, $AVAX, $XLM, $ETH June 5: SEC sues  for having markets for:$SAND, $ADA, $MATIC, $SOL, $AXS , $ATOM, $FIL,  $MANA, $ALGO, $COTI",342,1.4K,3.8K
@cz_binance,2023-06-05T20:27:17.000Z,"Wonder if he ever reads the comments under his post, from the consumers he is suppose to protect.",2.5K,3.1K,18K
@ki_young_ju,2023-06-05T17:52:58.000Z,"SEC sues , but no major withdrawals from Binance. User balances are increasing actually.https://cryptoquant.com/asset/btc/chart/exchange-flows/exchange-reserve?exchange=binance&window=HOUR&sma=0&ema=0&priceScale=log&metricScale=linear&chartStyle=line…",962,2.5K,10K
