Handle,Timestamp,Content,Comments,Retweets,Likes
@BittrexGlobal,2023-08-07T16:03:28.000Z,"Earn your share of 21,200,000,000 BTT in our latest #TradingCompetition with . Ends 14 August, 2023.

Learn more: https://global.bittrex.com/discover/trade-bittorrent-token…",24,27,83
@cz_binance,2023-08-08T03:33:07.000Z,Everyone will be in crypto.,4K,7.2K,32K
@justinsuntron,2023-08-07T15:44:59.000Z,it is so true! I understand CHINESE. Trust me!,121,83,450
@HTX_Global,2023-08-07T12:00:01.000Z,"Go For #Huobi PrimeVote! 

Rock the vote & help propel your favorite project to the next level on #PrimeVote.Who's got your vote? 

Start Here:https://shorturl.at/djqTY",163,62,232
@laoyu123123,2023-08-07T04:05:48.000Z,"我也不是帮着谁辟谣，唇亡齿寒的道理都懂吧。
不是Fud币安就是火币，明天又Fud哪个交易所？
我也怕啊，大哥们，所以今年我把u放到了币安 火币 OK bg #btc",29,8,77
@boxmining,2023-08-07T06:09:06.000Z,"Fudders are max shorting, send it and liquidate all of them.

Stand with  and . #4",23,20,107
@justinsuntron,2023-08-07T15:29:22.000Z,"I cordially invite PayPal to consider issuing PYUSD on #TRON, which is Fast, secure, and cost-effective with 12 billion USD daily transactions. Mutual benefits await in the digital payment landscape. Let's collaborate for a thriving ecosystem! ",363,268,1.3K
@DefiLlama,2023-08-04T19:46:21.000Z,Now tracking stUSDT on Ethereum,10,12,77
@justinsuntron,2023-08-07T13:00:24.000Z,"How to spread a rumor:

1. Share a document with Chinese signs.
2. Say whatever you want.",301,175,1.5K
@justinsuntron,2023-08-07T12:51:24.000Z,谁看了，感觉如何？,228,75,378
@HTX_Global,2023-08-07T08:00:02.000Z,"The past two days have seen people getting concerned due to the spreading FUD. 

We want to take a second to respond in the open, with absolute sincerity and clarity:",210,139,413
@justinsuntron,2023-08-07T03:47:40.000Z,"Ignore FUD, keep building! #TRON and #Huobi will thrive through continuous development. Trust in our vision and community efforts for a stronger future. Perseverance guarantees success! ",395,251,1.2K
@justinsuntron,2023-08-07T03:44:40.000Z,Keep Building!,88,60,296
谢家印@火币HTX,2023-08-06T05:16:46.000Z,"昨天的FUD传播太广，本着真诚、开放、透明的态度，再做一次回应1、自21年底 #火币 清退中国大陆用户后，一直处于匍匐前行的状态。我们想要重返三大，想要为用户提供更有好的加密资产交易环境，并为之而努力。我们做了很多运营动作，也许不够好，但是一直在努力，请大家多包容。

2、每年 #火币…",181,58,202
@laoyu123123,2023-08-06T07:10:16.000Z,"他是营销天才。
他是马云最年轻的门徒。
他是三大公链之一的创始人。
他是币友口中的“末日战车”。简介：
1990年出生的孙宇晨，由于作文写的特别好，拿下新概念作文大赛一等奖之后，进入了北京大学。…",94,38,178
@justinsuntron,2023-08-06T06:58:30.000Z,网传信息一眼假，大家还是关注下我们辛辛苦苦上线的http://stusdt.io 吧 ,205,56,281
@justinsuntron,2023-08-06T03:17:26.000Z,4,455,232,1.2K
@justinsuntron,2023-08-05T12:14:31.000Z,辟谣走一波,260,56,390
@justinsuntron,2023-08-05T11:29:13.000Z,啥事没有，请关注http://stusdt.io，年化收益4.3%，无上限，流动性好，尽享RWA世界回报！,183,37,212
@EricBalchunas,2023-08-04T20:49:25.000Z,"INTERESTING: Valkyrie just filed a 497 that they plan to convert $BTF into a Bitcoin + Ether ETF on Oct 3rd, which would would be two wks ahead of the other 13 filers scheduled launch. We'll see if this flies. Something similar happened back in day with $MJ, the first pot ETF",14,50,222
@justinsuntron,2023-08-04T18:08:06.000Z,Where are the TRON bulls? ,112,55,309
@AlchemyPay,2023-08-04T10:01:26.000Z,"We have partnered with TrueUSD , the highly transparent stablecoin fully backed by USD, enabling users to purchase $TUSD via multiple fiat currencies and payment methods on #AlchemyPay's Ramp.https://alchemypay.org/news-and-press/trueusd-integrates-alchemy-pay-to-enable-crypto-purchases-via-fiat-payments…$ACH #paymentgateway #fiatonramp",41,75,343
@winnfthero,2023-08-04T10:21:41.000Z,"The official website #BSC market add trading tokens, support the use of $WIN, $NFT, $BNB or $USDT for trading. ",22,14,62
@justinsuntron,2023-08-04T09:19:18.000Z,"""But some parts of DeFi are performing well, according to the . Those are the #Tron ecosystem and Ethereum Layer 2 networks, including ARB and OP, which all have seen their total value locked (TVL) rise over the months."" ",98,91,332
@defi_sunio,2023-08-03T06:27:20.000Z,"Weekly weights of Liquidity Pools on http://SUN.io #GovernanceMining updated

Top3 LPs in weights:2Pool LP (Flexible) 28.25%#USDD Pool LP (Flexible) 12.85%#TRX-USDT LP V2 (Flexible) 12.26%

Vote with #veSUN: https://sun.io/?lang=en-US#/governance…",6,10,57
@stusdt,2023-08-03T15:00:43.000Z,"Check out the Snapshot of #stUSDT Rebase from Aug 3

TRON network:
Total stUSDT Staked: $435,940,938.43
Today’s Rebase Amount: $48,840.33

Ethereum network:
Total stUSDT Staked: $72,505,232.69
Today’s Rebase Amount: $8,356.33

Get full updates via Medium:",22,11,74
谢家印@火币HTX,2023-08-03T09:53:53.000Z,"今年 #火币十周年 和 #波场5周年 我们会一起在新加坡 #Token2049 期间举办一场千人Party

我在现场期待与你见面十一载是指孙哥创业的第11个年头。砥砺前行，感恩每一位朋友的支持。",42,16,101
@BitrueOfficial,2023-08-03T03:12:50.000Z, We have waived all withdrawal fees on the #TRON network for a limited time!  Time: 3 Aug - 3 Sep #TRC20 tokens on Bitrue: $USDT $USDC $BPX $BTTC $DVK $JST $KLV $NFT $SUN $TRX $TUSD $USDD $WINDetails: http://bit.ly/3QozZLz,117,68,193
@justinsuntron,2023-08-02T16:09:11.000Z,波场TRON 其实发展的很不错，稳定币已经是第一公链，但是目前NFT以太坊有Opensea Blur两大交易平台，有不错的NFT资产在交易，波场版本的 产品做得不错，交易品种太少了，怎么才能让波场上的NFT繁荣发展起来呢？尤其是NFT熊市，更应该建设！,262,48,274
@nansen_ai,2023-08-01T16:49:49.000Z,"June vs July active addresses by chain:

TRON 13.1M (-23%)
BNB 12.6M (+5.7%)
Solana 5.6M (+6.4%)
Ethereum 4.8M (-16%)
Polygon 4.6M (+0.9%)
Arbitrum 2.3M (-4.7%)
Optimism 1.2M (+18%)
Avalanche 1.1M (-1.5%)
Fantom 703K (+12%)
Celo 518K (+62%)
Linea 171K ",46,143,505
@stusdt,2023-08-02T03:27:26.000Z,"Total #stUSDT TVL has reached 508M USDT!!!TVL on #TRON: 435.9M USDTTVL on #Ethereum: 72.4M USDTExplore, create, and grow together in the sensational world of stUSDT: https://stusdt.ioAppreciation to all",13,28,86
@trondao,2023-08-01T20:02:12.000Z,"Data as of July 30th #TRON: 4.2M daily transactions#ETH: 981K daily transactions

Data brought to you by . Check out more below.  https://pro.nansen.ai/multichain/eth-vs-tron…",38,35,135
@CoinDesk,2023-08-01T10:56:01.000Z,Tron founder  stepped in early Tuesday to protect against a possible bad debt situation stemming from falling curve (CRV) token prices. By ,66,83,298
@justinsuntron,2023-08-01T13:40:06.000Z,二季度结束了，二季度实际收入为1.93亿美元，支出为1.08亿美元，季度盈利为8500万，同比一季度3000万美元盈利大幅增长183%，集团增收降本的措施是有效的。保守预测三季度收入为2亿，支出为1亿美元，1亿美元季度盈利。本数据不含投资类损益。,134,36,214
@justinsuntron,2023-08-01T13:41:55.000Z,交易所业务大幅扭亏，预计三季度将处于盈亏平衡，保守预测四季度将小幅盈利。,25,0,44
@Hitomi_syachooo,2023-08-01T09:33:45.000Z,"Binance Japan、本日よりサービスを開始いたしました。
既にグローバルのBinance口座をお持ちのお客様につきましては今日時点では登録を受け付けておりませんのでご注意ください。
別途ご案内をお送りいたしますので今しばらくお待ちください。",39,303,1K
@justinsuntron,2023-08-01T09:31:29.000Z,"Excited to assist Curve! As steadfast partners, we remain committed to providing support whenever needed. Our joint efforts will introduce an   pool on Curve, amplifying user benefits. Together, we aim to empower the community and forge a decentralized finance!",274,270,1.2K
@justinsuntron,2023-08-01T09:28:05.000Z,"Delighted to witness Binance's inclusion of TRX, along with various tokens, in Japan! This progressive move fosters TRON's accessibility and adoption in the Japanese crypto market.",53,61,286
@NOW_Wallet,2023-07-31T17:47:03.000Z,"Staking crypto has become a popular way to earn passive income from your crypto holdings without learning how to trade.

Let’s see what #TronNetwork is, how it works, and why you should consider staking $TRX with NOW Wallet! ",10,18,58
@justinsuntron,2023-08-01T04:46:00.000Z,来http://stusdt.io 挖矿，RWA零风险4%完事了 ,139,44,181
@justinsuntron,2023-08-01T01:22:36.000Z,最近土狗很火，我深深陷入了沉思。我们能不能搞个绝对安全的土狗，不会rug的，锁池子锁LP，开源的，公平的土狗，让大家冲。波场链上U是足够的，有TRX，也有Swap，也有交易所可以上线，怎样才能把波场的土狗大业发展起来？请赐教！,1.2K,202,809
@trondao,2023-07-31T19:03:51.000Z,"Data for #TRON in Q2 brought to you by this  report. 

DAU 14% New Accounts 13.4% Transactions 28.9% Growth coincided with the launch of the BitTorrent bridge and integrations of Stake 2.0, among other developments. Read more ",17,27,105
@BittrexGlobal,2023-07-31T16:37:48.000Z,"Earn your share of 10,000 $USDD in our latest #TradingCompetition with .  Ends August 7, 2023.

Learn more: https://global.bittrex.com/discover/trade-decentralized-usd…",9,25,56
@justinsuntron,2023-08-01T00:39:47.000Z,"Excited to see you all in Singapore! Join me on stage at #TOKEN2049 to explore the incredible journey of . We're building the infrastructure for a decentralized internet, driven by our amazing community. Let's shape the future together! ",70,46,261
@reflexivityres,2023-07-31T16:01:22.000Z,"Despite turbulence for global financial markets in the first half of the year, TRON remains one of the most widely used layer 1s in crypto.

Let's take a look at developments throughout the first half of the year for :",14,34,89
@tokenterminal,2023-07-31T12:10:41.000Z,"The main optimizations that  has focused on, as explained by  ",17,24,88
@justinsuntron,2023-07-31T05:10:46.000Z,"Curve is an essential DeFi infrastructure for the blockchain industry. Our thoughts are with the team and users affected. As a community, let's support and strengthen the security measures to protect our decentralized ecosystem. We are here to support! ",172,126,863
@justinsuntron,2023-07-31T03:44:59.000Z,I share the same birthday with  ,155,46,565
@justinsuntron,2023-07-30T15:35:50.000Z,"On my 33rd birthday, I am overwhelmed with gratitude for the incredible support I have received from my friends, team, and the #Tron community. Your presence in my life has been a tremendous blessing, and I cannot thank you enough for the love &encouragement you've shown me! ",342,148,1.1K
@justinsuntron,2023-07-29T14:54:55.000Z,. all the way. We are still here!,110,33,217
@stacy_muur,2023-07-28T14:45:03.000Z,"TRON Blockchain: Leaving Ethereum in the dust with transaction activity, revenue ratio, and market cap growth.

But here's the thing — people are still clueless about what powers this hype.

One thread to unravel the secret behind 's success as an industry titan. 1/24",50,106,315
@CryptoWinds1,2023-07-28T01:53:29.000Z,"TRX is deflationary at 3.01% per year. 

On top of that if you stake your #TRX and vote for a Super Representative you can get 4.39% APY. 

On top of that if you can sell the energy your TRX generates to buyers you can make 11.2% APY (Current going market rate)

On top of that,…",66,86,255
@chirsisme,2023-07-27T13:23:24.000Z,"3/n.RWA市场正处于发展的早期阶段，但已经看到了越来越多的采用和不断增长TVL的迹象。
根据DeFi Llama跟踪的协议，RWA是DeFi中的第10大板块。
从几周前的第13位上升到6月底。
一个重要的贡献者是 7 月推出的 stUSDT，该协议允许 USDT 的质押者获得基于 RWA 的收益。",9,11,43
@stusdtCN,2023-07-27T13:24:35.000Z,"stUSDT平台正式支持以太坊（Ethereum）网络！

当前，在stUSDT平台，用户可通过以太坊网络和TRON网络进行质押USDT获取stUSDT，并通过RWA投资获得收益；还可将stUSDT存入Wrapper合约获取wstUSDT，以在基于恒定余额代币的DeFi协议中使用，如借贷平台、DEXs等。公告详情：https://stusdt.zendesk.com/hc/zh-cn/articles/21081060500377…",15,10,36
@DLNewsInfo,2023-07-21T08:40:28.000Z,"A boom in DeFi investments into real-world assets has been led by one dominant player: stUSDT on Tron, the blockchain helmed by billionaire Justin Sun",14,17,69
@tokenterminal,2023-07-26T11:47:10.000Z, Link to the episode:,4,9,40
@tokenterminal,2023-07-26T11:47:09.000Z,"A new episode of the Fundamentals podcast is out!

In this series, we interview core protocol contributors & together dive into the details behind the charts available on Token Terminal.

This time, we had the pleasure of hosting  from .

Tune in below!",13,14,58
@stusdt,2023-07-27T12:03:06.000Z,"(1/2) Announcement on #stUSDT platform now supports the #Ethereum networkStarting on July 27, 2023 (SGT), users can leverage the diversity of the Ethereum ecosystem with #stUSDTFull detail: https://rb.gy/aqbgt",14,16,64
@stacy_muur,2023-07-27T18:21:00.000Z,"In my latest thread on L1s, I discovered that many people don't fully understand why  is outperforming Ethereum in terms of P/S and transaction activity.

Would you like me to create a detailed thread explaining Tron and wtf is happening there?",28,18,85
@MessariCrypto,2023-07-27T18:05:49.000Z,"1/ Curious about 's Q2'23 performance?

TRON experienced growth in several key metrics, driven by the launch of the BitTorrent bridge, Stake 2.0, and the integration of TRX liquid staking & the decentralized resource marketplace. dives in below. ",28,29,98
@mrblocktw,2023-07-27T07:39:56.000Z,"在東京跟  討論到穩定幣市場的發展和未來 RWA 代幣的機會，其中 $stUSDT 如何透過類似 stETH的rebase方式讓用戶無縫的獲得美國國債的收益，也緊接著聊到 $USDD 的應用。

重點：

-  會來以太坊發展
- 也會來 Curve 開池
- 也會透過各 $CRV 賄賂平台 ( 和…",87,94,193
@justinsuntron,2023-07-27T03:06:39.000Z,"Don’t miss my interview with ! Learn about #TRON’s core value proposition, what’s next for #TRON and how we’re changing the lives of the millions of unbanked across the globe! Full interview here: https://tokenterminal.com/interview/tron-justin-sun-interview…",60,68,255
@justinsuntron,2023-07-26T14:18:46.000Z,"Such an awesome time connecting at , showcasing #TRON’s commitment.

It’s all about #DeFi and #BUIDLing for a decentralized future.お世話になりました!",120,79,445
@CoinDesk,2023-07-25T06:26:17.000Z,"“A major Japanese company will announce an ambitious large-scale project that will create a valuable economic zone in the metaverse,” Japan's PM Kishida  said at . By .",90,143,397
@cz_binance,2023-07-25T09:34:30.000Z,Japan PM reaffirms Web3 plans as Binance announces imminent launch,797,2K,7.3K
@justinsuntron,2023-07-25T10:03:37.000Z,"Awesome chat with  at ! Dived deep into #TRON’s cutting-edge innovations and the vision for a decentralized web.

Big shoutout to everyone who tuned in! ",73,69,351
@justinsuntron,2023-07-24T12:42:38.000Z,C U there!,52,39,198
@justinsuntron,2023-07-24T11:59:07.000Z,,166,60,498
@HTX_Global,2023-07-24T07:08:48.000Z," #Huobi new listings alert!

Huobi will list  & open trading for the $WLD | USDT trading pair. Deposits OpenedTrading Now Live

Trade here",104,55,225
@cz_binance,2023-07-24T06:16:39.000Z,"Also from 6 years ago, an article I wrote on FUD. Yes, it's a time-old concept. It hasn't changed. And sadly, it will go on for a while.",609,802,3K
@justinsuntron,2023-07-24T00:21:55.000Z,"Check out this insightful article written by  6 years ago, which remains highly relevant even today. It delves into the reasons for spreading FUD and provides tips on finding trustworthy sources. Let's spread knowledge, not fear! https://steemit.com/binance/@czbinance/fud…",93,113,475
@justinsuntron,2023-07-24T00:06:43.000Z,"I must express that this article is truly exceptional. The emphasis on starting small and embracing gradual growth instead of opting for a massive ICO is not only wise but also refreshing in today's context, even for big companies.",55,35,250
@MessariCrypto,2023-07-23T10:00:10.000Z,,9,23,86
@MessariCrypto,2023-07-23T10:00:09.000Z,"Make smarter investment decisions with our dedicated Asset Pages.

We provide comprehensive qualitative coverage on projects like TRON, including in-depth research, curated project events and updates, news, and dedicated project profiles.",19,26,91
@trondao,2023-07-19T19:41:41.000Z,"Exciting news, #TRONICS! We've reached 1,000 registrations for our Season 5 #HackaTRON!  

There's still more time if you haven't registered yet, get signed up using the link below! https://trondao.org/hackatron/",40,48,191
@justinsuntron,2023-07-21T15:18:29.000Z,Learn about #TRON’s vision of paving the future of #DeFi and #BUIDLing a future for the millions of unbanked across the globe. ,101,73,312
@justinsuntron,2023-07-21T07:39:14.000Z,"High anticipation surrounds #TRON's Q3 financial report, following an impressive Q2. Earnings peaked at $77.27 million, showcasing the platform's resilience in the blockchain landscape. With doubled revenue from the previous year, TRON's growth trajectory is undeniable! ",74,78,328
@justinsuntron,2023-07-21T07:32:23.000Z,"Exciting to witness Tether on Tron gaining traction in Latin America! As #Bitcoin gains status as the future reserve currency, USDT on Tron will play a crucial role—enabling seamless Bitcoin purchases. Tron, known for speed and low fees, complements 's goals.",62,64,313
@Foresight_News,2023-07-21T06:54:26.000Z,"【火币，向何处去？】    

无论是从地域布局，还是产品布局，已在加密世界 10 年的火币开始了新的路线。",30,12,55
@BittrexGlobal,2023-07-20T18:49:23.000Z,"On this episode of #TheBit, our host and Head of Digital Assets & Markets, , sits down with , founder of .

Unravel the Tron Ecosystem  https://global.bittrex.com/discover/unraveling-the-tron-ecosystem…",18,19,77
@trondao,2023-07-20T15:32:33.000Z,3 reasons to #BUIDL on #TRON. ,30,31,149
@justinsuntron,2023-07-20T06:24:06.000Z,Exciting to witness increasing mass adoption of #USDT  on the #TRON! ,74,50,275
@justinsuntron,2023-07-19T17:38:00.000Z,Heading to Japan  next week. ,148,64,580
@justinsuntron,2023-07-19T17:36:03.000Z,$300M+ TVL on  ,34,23,139
@stusdt,2023-07-19T05:18:39.000Z,"As the Top 1 TVL Real-World Assets platform among all existing DeFi Protocols, #stUSDT will always be looking to better connect real-world markets with blockchain ecosystems, and embrace real-world opportunities to serve all blockchain users.",9,9,54
@heyibinance,2023-07-11T19:17:36.000Z,When I am puzzled by the continuous Binance FUD from a “KOL”…I apologize for not always checking my private messages.,162,114,671
@cz_binance,2023-07-17T18:32:21.000Z,"I learned today that a guy who is constantly spreading FUD about  was just because he pitched his project to Binance Labs and we didn't invest. 

Feel really sad for him. I hope he eventually finds his way out of it, and actually focus on his own project. ",1K,1.3K,5.8K
@justinsuntron,2023-07-17T17:09:10.000Z,4,470,210,1.2K
@Poloniex,2023-07-17T03:11:36.000Z," Listing: $wstUSDT wallets will open on July 17, at 07:00 UTC and full trading will be enabled on July 17, at 08:00 UTC. 

What is wstUSDT?#wstUSDT (wrapped stUSDT) is a non-rebasing version of stUSDT.https://support.poloniex.com/hc/en-us/articles/16073709373719…#Crypto #listing #poloniex",18,20,70
@HTX_Global,2023-07-17T04:04:55.000Z,"New #Huobi Listing 

 #wstUSDT Deposits Open  
Trading Starts Soonhttps://huobi.com/support/en-us/detail/34943883502413…#newlisting",116,289,169
@HuobiGlobal,2023-07-14T11:55:35.000Z,"#火星计划 第1期大奖即将揭晓！ 

区块链史上最重磅的大奖将通过 #Huobi Live直播公开抽奖！ 

第1位600万美金太空之旅候选人花落谁家？ 

预约直播，观看幸运之星诞生全过程！ 7/20 19:30   

看直播领空投",44,39,71
@stusdtCN,2023-07-17T03:26:34.000Z,火币即将上线wstUSDT (stUSDT)！7月17日12:00 (GMT+8) 开放wstUSDT的充币服务。 wstUSDT/USDT现货交易将于充币量达市场交易需求后开放，具体开放时间将另行公告。7月18日16:00 (GMT+8) 开放wstUSDT的提币服务。公告详情：,12,4,30
@HTX_Global,2023-07-15T07:21:35.000Z,"2023Q2 $HT Quarterly Burn: 1.95M tokensA staggering 135.72% increase compared to Q1.

 #Huobi #HT 
Detail：https://huobi.com.gt/support/en-us/detail/104943393179570…",119,170,200
@MouradianMike,2023-07-14T16:33:30.000Z,"Had a great time interviewing  from  #TRX today for the  podcast.

Looking forward to releasing this episode soon.",54,24,128
@justinsuntron,2023-07-14T12:36:30.000Z,行，我来找立党推广，设立自凉兮之后的梦想基金，火币实盘交易，助力立党自拿下键政圈，黄推圈后，将币圈交易大V称号收入囊中，人生再创新高！,232,60,307
@Poloniex,2023-07-14T05:54:05.000Z,"stUSDT is the 1st RWA platform based on the #TronNetwork ! Fourth introduction:
The #stUSDT team has its eyes on high-quality RWAs with high credit ratings and low risk. Against inflation and tightening monetary policies, the Federal Funds Rate in the U.S. has surged beyond…",35,13,82
@defi_sunio,2023-07-14T06:08:19.000Z,"$SUN market trading is now available on , enjoy your trading!",17,16,75
@Coin98Analytics,2023-07-13T04:58:00.000Z,"Besides Ethereum, here are the top 10 blockchains with the highest TVL in H1/2023  

Tron
BNB Chain 
Arbitrum 
Avalanche 
Polygon 
Optimism 
Solana 
Fantom 
Kava 
Cronos",25,69,216
@justinsuntron,2023-07-14T04:11:41.000Z,#TRX?,91,53,395
@justinsuntron,2023-07-13T16:48:45.000Z,Huge victory for the crypto community! Congratulations to the amazing XRP community and its dedicated team. XRP's fight represents the resilience of the entire crypto space. Massive respect!,152,286,1.6K
@nansen_ai,2023-07-12T16:05:02.000Z,"June active addresses by chain:

TRON: 17.1M (+42%)
BNB: 11.9M (-4%)
Ethereum: 5.8M (+23%)
Solana: 5.2M (-45%)
Polygon: 4.6M (-3.5%)
Arbitrum: 2.4M (-14%)
Optimism: 1.2M (+17%)
Avalanche: 1.1M (+21%)
Fantom: 623K (-26%)
Celo: 320K (+53%)
Ronin: 102K (-13%)",40,84,256
@QuickNode,2023-07-12T18:55:09.000Z,"Gain a deep understanding of the  network with our detailed documentation. 

Start exploring now.",25,24,89
@stusdt,2023-07-13T03:33:58.000Z, #stUSDT platform is growing fast with its TVL already over $213M Excellent data performance brings all users more confidence in the #RWA ecosystemEnter in: http://stusdt.io,16,18,72
@trondao,2023-07-12T11:16:46.000Z,"Mark your calendars, #TRONICS!#TRON is the Title Partner of this year’s . Join us and catch  in Singapore  on Sep 13-14! ",31,29,127
@justinsuntron,2023-07-12T10:09:57.000Z,"Another day, another billion! ",87,54,332
@justinsuntron,2023-07-12T07:24:33.000Z,Watch the clip below from my interview with  where we discuss the launch of #stUSDT on #TRON. ,67,56,233
@justinsuntron,2023-07-12T04:19:55.000Z,Now in the 1st place  on 's RWA TVL Rankings!,593,740,1K
@trondao,2023-07-11T21:02:41.000Z,Join Season 5 #HackaTRON and let's #BUIDL the future together! https://trondao.org/hackatron/,77,106,896
@HuobiGlobal,2023-07-11T08:45:44.000Z,对话孙哥，#stUSDT 20问！#stUSDT 立志做区块链领域的余额宝，明晚一起认识这个上线4天质押超过1.1亿美元的新产品！特邀嘉宾：主持人：  @BNBOKBHT：7/12 21:00 SGT：https://twitter.com/i/spaces/1RDGlagAlMjJL…,104,46,132
@justinsuntron,2023-07-11T10:54:00.000Z,Join me at  on Sep 13-14 in Singapore!Discover the current state and gaze into the future of blockchain with me. Looking forward to connecting with all of you!Marina Bay Sands#Token2049,104,47,346
@justinsuntron,2023-07-11T03:20:23.000Z,"Tomorrow, I’ll be speaking with  regarding all things #stUSDT. 

Tune in to learn more! #RWA Listen here: https://coindesk.com/tv/",94,65,277
@BittrexGlobal,2023-07-10T14:30:31.000Z,"In a joint effort to foster innovation across the broader #web3 and digital assets space, we're excited to announce the launch of six tokens from the #TRON ecosystem over the next three days.

Stay tuned for all our  listings.",26,34,159
@justinsuntron,2023-07-11T03:09:35.000Z,A behind-the-scenes look at how the #stUSDT platform #RWA investment process works.,32,21,90
@justinsuntron,2023-07-10T19:42:48.000Z," #TRON week has begun! More options for users to explore the #TRON ecosystem. I love to see it. Keep an eye out, there’s more to come from . ",50,50,224
@trondao,2023-07-09T19:01:20.000Z," Another reminder because this is IMPORTANT!

Don't miss our S5 #HackaTRON Twitter Space. We're chatting with past winners and judges and sharing all the insights you'll need for this season.  July 13th  10pm ET / 10am SGT

Set your reminders  https://twitter.com/i/spaces/1BdGYywlmOXGX…",60,48,150
@trondao,2023-07-06T19:03:40.000Z,"Don't miss our upcoming Twitter Space!  July 13th 10pm ET / 10am SGT

We're sharing the details about S5 #HackaTRON and talking with some of the past project winners and judges.  Join in to gather some advice and insights. 

Set a reminder ",34,54,137
@StakingRewards,2023-07-08T10:16:25.000Z,"Trading vol of #TRX over the past 24h is on The % change in total trading vol over the last 24 hours, compared to the average trading volume over the last 30 days... 

=  +61.47% Explore the new TRX Asset Profile (beta) https://beta.stakingrewards.com/asset/tron?utm_medium=social&utm_source=twitter&utm_campaign=asset_profiles&utm_content=tron…",40,34,135
@VentureCoinist,2023-07-07T18:17:15.000Z,"Bitcoin is the best performing altcoin in the top 20 this year.

That's not a typo.",93,164,457
@trondaoCN,2023-07-07T09:34:14.000Z,波场 #TRON 年中盘点之强势开启“前十”征程！过去的半年，波场TRON表现强势，链上核心数据频创新高。而TRX更是一路高歌，对内开启Stake 2.0提升用户体验，对外集成诸多平台彰显繁荣生态。随着 #TRX 跻身全球数字货币市值前十之列，行业初代顶流宣告全面回归，攀登不止！,28,13,60
@trondao,2023-07-07T21:03:18.000Z,"As of June 21, 2023, the total market cap for all #stablecoins was more than $128.58 billion. According to , the following five blockchain networks circulate the most #stablecoins, with the data reported specific to that #blockchain:#Ethereum | $70.51 billion |…",49,49,194
@trondao,2023-07-06T16:00:00.000Z,"Season 5 #HackaTRON has officially begun... Funding opportunities from #TRON DAO Ventures and   500,000 usdd prize pool Submissions end Oct. 5th Hosted by   and BitTorrent Chain #BTTCRegister now  https://trondao.org/hackatron/",453,772,1K
@TechFlowPost,2023-07-06T12:12:09.000Z,"孙哥又出装了，这一次他瞄准的是RWA赛道。

7月3日，波场首个RWA产品  正式上线。不同的是，stUSDT直接选择以TRC-20 USDT作为标的。而波场本身拥有数百亿级USDT资产，这一次动作，也将对USDT进一步盘活。

而 stUSDT 具体有什么不同的设计机制与运营规则？欢迎阅读：",38,18,75
@justinsuntron,2023-07-06T09:45:26.000Z,Let's #BUIDLtheFuture together with #TRONRWA.,60,28,140
@coin_post,2023-07-06T09:33:39.000Z,TRON Founder、Justin Sun氏( )来日決定！#WebX,40,60,174
@justinsuntron,2023-07-06T08:58:26.000Z,Join me at WebX Japan discussing the future of #Blockchain and the developments in #TRONNetwork. Look forward to seeing you guys there! https://webx-asia.com,99,77,348
@Foresight_News,2023-07-05T07:58:00.000Z,"【FN 独家丨孙宇晨专访：Web3 余额宝 stUSDT，波场 TRON 连接 DeFi 和 TradFi 的金融野心】    #Web3 

stUSDT 允许用户获得低风险且稳健的国债投资机会，并支持灵活提取，其 DeFi 可组合性也会在波场 TRON 生态中起到一个 DeFi 乐高基石的重要角色。",16,16,44
@stusdt,2023-07-04T13:09:14.000Z,"We are off to a flying start!#stUSDT TVL has already reached 22,195,464 #USDT with APY up to 3.63% within 24 hours after its launch.Don’t miss out on this opportunity, grab your rewards herehttps://stusdt.ioThank you all for the trust and support!",30,13,60
@HTX_Global,2023-07-05T07:00:00.000Z,#Huobi THANK YOU COMMUNITY!,181,75,324
@justinsuntron,2023-07-04T09:06:10.000Z,22M #stUSDT,112,70,272
@trondao,2023-07-04T06:32:11.000Z,"#TRONNetwork officially released Great Voyage—v4.7.2 (Periander)!

An advanced Stake 2.0 mechanism, seamless EIP-3855 compatibility, optimized smart contract interfaces, and a revamped P2P network module mark this upgrade. 

(1/4)",26,45,157
@coin_post,2023-07-04T04:06:39.000Z,TRON、CoinPostが企画・運営する国際カンファレンス「WebX」のタイトルスポンサーに決定   詳細はこちらhttps://prtimes.jp/main/html/rd/p/000000114.000033850.html…,16,32,92
@esatoshiclub,2023-07-03T14:30:00.000Z,"  continues to dominate the market, in terms of daily active addresess.

With over 2 million daily active addresses, #Tron outshines many other networks.",55,71,165
@justinsuntron,2023-07-03T14:18:52.000Z,A stake-to-earn strategy that doesn’t compromise security or stability? Exactly what the #DeFi space needed!Join the #DeFi revolution with  today.,58,37,185
@HuobiGlobal,2023-07-03T13:03:36.000Z,#火币 与 #JustlendDAO 达成战略合作！火币将以 $stUSDT 为入口，支持stUSDT 项目质押，为火币用户打通接入，以赚取稳定的RWA (Real World Assets)奖励。持有stUSDT即可在火币平台获取#质押收益 。后续火币围绕stUSDT的相关活动也会陆续推出，敬请期待！,28,20,47
@HTX_Global,2023-07-03T13:02:45.000Z,"Great News! #Huobi will support #stUSDT staking products, giving 
you the opportunity to earn stable #RWA (Real World Assets) rewards.

Users holding stUSDT on Huobi will be able to earn staking rewards. More stUSDT events coming soon. 

Stay tuned!",162,71,211
